key,url,username,title,description,favicon,tag1,tag2,tag3,tag4,tag5
-94,https://medium.com/conquering-corporate-america/9-ways-to-look-smart-at-your-next-tech-conference-accb19d1b266#.wzszmucbr,Xiaoyun Yang,9 Ways to look smart at your next tech conference,Funny but true lessons on how to behave yourself at tech conferences to stand out and promote your business.,Reading,humor,tech,NULL,NULL,NULL
-95,https://medium.com/@xiaoyunyang/how-to-master-the-work-work-balance-2e39c9028ab5#.or28zd974,Xiaoyun Yang,How to achive a work-work balance,An article I published on Medium with my technique for finding time and motivatino to work outside of work,Reading,life,startup,NULL,NULL,NULL
-96,https://docs.google.com/spreadsheets/d/1kfvkXSu32DgY7HtZJi3_rPRtuCs5hLjqmzzO3t5z1ok/edit#gid=1217907382,Xiaoyun Yang,Stuff to visualize - Hackathon Hacker Facebook group data dump,,Interactive,datavis,in progress,NULL,NULL,NULL
-97,https://www.youtube.com/watch?v=kZJCrxQrslA,TED,Dusty Wunderlich on the student loan crisis and how to fix it,How the trillion dollar student loan crisis can be addressed - universities need to redesign their education product around future employers' needs,Video,edtech,NULL,NULL,NULL,NULL
-98,http://www.cs.utexas.edu/~EWD/transcriptions/EWD10xx/EWD1012.html,Xiaoyun Yang,E.W. Dijkstra - Real Mathematicians don't prove,"""The tragedy of today's world of programming is that, to the extent that it reasons about programs at all, it does so almost exclusively operationally. I call this a tragedy because, from a purely technical point of view, the operational method is by several orders of magnitude inferior to the postulational one. """,Reading,CS,math,NULL,NULL,NULL
-99,http://www.cs.utexas.edu/~EWD/transcriptions/EWD10xx/EWD1036.html,Xiaoyun Yang,E.W. Dijkstra - On the cruelty of really teaching mathematics,"""Coming to grips with a radical novelty amounts to creating and learning a new foreign language that can not be translated into one's mother tongue.""",Reading,CS,math,NULL,NULL,NULL
-100,http://www.geekinheels.com/2010/06/06/the-world-of-programming-infographic.html,Xiaoyun Yang,Geeks in Heels world of programming infographics,,Image,CS,software,history,NULL,NULL
-101,https://www.cs.utexas.edu/users/EWD/transcriptions/EWD06xx/EWD611.html,Xiaoyun Yang,E.W. Dijkstra - On the fact that the Atlantic Ocean has two sides,"""Scientific Thought, as I understand it, derives its effectiveness from our willingness to acknowledge the smallness of our heads: instead of trying to cope with a complex, inarticulate problem in a single sweep, scientific thought tries to extract all the relevant aspects of the problem, and then to deal with them in turn in depth and in isolation. """,Reading,CS,software,NULL,NULL,NULL
-102,http://www.businessinsider.com/lessons-entrepreneurs-learned-in-their-20s-2015-1?op=1#ixzz3R8FgYzyR,Xiaoyun Yang,15 Entrepreneurs share the most important lessons they learned in their 20s,,Reading,entrepreneurship,learning,startup,NULL,NULL
-103,http://www.businessinsider.com/time-management-tips-for-young-professionals-2015-1?op=1,Xiaoyun Yang,Time Management tips for young professionals,"My favorite lessons include ""Get working...worry about quality later"", ""Timebox everything...good decisions often get made with less time, not more."", and  ""Don't schedule like a robot. The more precise a task or objective is, the easier it is to miss""",Reading,entrepreneurship,learning,startup,productivity,NULL
-104,http://www.nsf.gov/eng/iip/sbir/topics/EA.jsp,LooseLeaf,NSF SBIR | Educational Technology and Application,"EA2. Global, Distance, and Higher Education - EA 2 topics can include 1) innovative applications that use online learning, hybrid learning, crowdsourcing, collective intelligence, and collaborative models with new tools with the potential to deliver new and powerful educational opportunities in STEM disciplines; 2) learning environments that allow students to control and experiment with educational situations in relationship to their personal learning style to acquire knowledge anytime, anywhere; 3) technologies that enable innovative forms of educational collaboration across national boundaries and promotes international awareness, diversity, and understanding; 4) learning applications that provide for better decision making and informed judgments about problems and situations affecting global issues related to theory and education technology; 5) projects in which technology allows the tailoring of learning experiences to special needs and interests of groups or individuals or allows expanding formal education beyond classroom settings; 6) virtual and remote laboratories that enhance the physical science laboratory for use in global and distance learning to leverage time and availability of equipment that may otherwise be unavailable; and 7) personal learning environments that allow students to control their environment in relationship to their personal learning style in order to acquire knowledge with consideration of their mentor's expectations.",Website,entrepreneurship,startup,Fundraising,NULL,NULL
-105,http://www.ncbi.nlm.nih.gov/books/NBK9607/,LooseLeaf,NSF SBIR - how to get research grants from the government for your startup,"IT8. Big Data; Advanced Data Analytics - This subtopic focuses on information technology innovations in the fields of big data and advanced data analytics. These fields cover a wide range of technical sub-specialties and applications, and the examples provided are indicative only. Examples of relevant technical fields include (but are not limited to): predictive analytics; simulation; optimization; data visualization; network visualization; visual data analytics and optimization (image and video); data fusion and integration.",Reading,entrepreneurship,startup,Fundraising,NULL,NULL
-106,https://www.nsf.gov/eng/iip/sbir/topics/IT.jsp,LooseLeaf,NSF SBIR | information technology,,Website,entrepreneurship,startup,Fundraising,NULL,NULL
-107,https://medium.com/javascript-scene/the-two-pillars-of-javascript-pt-2-functional-programming-a63aa53a41a4#.cq71u5b2k,Xiaoyun Yang,Functional Programming in Javascript,"""JavaScript makes it easy to assign functions to variables, pass them into other functions, return functions from other functions, compose functions, and so on. JavaScript also offers immutable values for primitive types, and features that make it easy to return new objects and arrays rather than manipulate properties of those that are passed in as arguments.""",Reading,frontend,learning,FP,NULL,NULL
-108,https://github.com/stoeffel/awesome-fp-js#data-structures,Xiaoyun Yang,A curated list of javascript functional programming libraries and resources,,Website,frontend,learning,FP,NULL,NULL
-109,http://jamesknelson.com/grokking-es6-promises-the-four-functions-you-need-to-avoid-callback-hell/,Xiaoyun Yang,Promises in ES6,Avoid callback hell,Reading,frontend,learning,NULL,NULL,NULL
-110,http://webapplog.com/es6/,Xiaoyun Yang,Top 10 Features of ES6,Some code examples to compare ES6 with ES5 to quantify the improvements,Reading,frontend,learning,NULL,NULL,NULL
-111,https://medium.com/@xiaoyunyang/how-to-react-to-news-of-terrorist-attacks-144480c2a6ec#.gvwzpr3ku,Xiaoyun Yang,How to react to news of terrorist attacks,A story I wrote reflecting on my past reactions to news about terrorist attacks and my analysis of what motivated the attack of the Istanbul airport,Reading,policies,democracy,NULL,NULL,NULL
-112,https://tabs.ultimate-guitar.com/k/kings_of_convenience/build-up_ver2_crd.htm,Xiaoyun Yang,Kings of Convenience - The Build up,Chords and lyrics,Website,learning,guitar,music,NULL,NULL
-113,https://tabs.ultimate-guitar.com/w/warpaint/baby_crd.htm,Xiaoyun Yang,Warpaint - Baby,Chords and lyrics,Website,learning,guitar,music,NULL,NULL
-114,https://tabs.ultimate-guitar.com/d/daughter/still_crd.htm,Xiaoyun Yang,Daughter - Still,Chords and lyrics,Website,learning,guitar,music,NULL,NULL
-115,http://www.nytimes.com/interactive/2014/upshot/buy-rent-calculator.html,Xiaoyun Yang,Is it better to rent or buy datavis,made by Mike Botstock,Interactive,datavis,life,NULL,NULL,NULL
-116,http://www.nytimes.com/interactive/2012/11/02/us/politics/paths-to-the-white-house.html,Xiaoyun Yang,512 path to the white house,made by Mike Botstock,Interactive,datavis,politics,NULL,NULL,NULL
-117,https://bost.ocks.org/mike/algorithms/,Xiaoyun Yang,Visualizing Algorithms,Article written by mike Botstock,Interactive,datavis,politics,NULL,NULL,NULL
-118,https://www.cbinsights.com/blog/startup-failure-post-mortem/,CB Insight,156 Startups Failure Post-Mortems,,Reading,learning,startup,NULL,NULL,NULL
-119,https://tabs.ultimate-guitar.com/m/mcfly/mr_brightside_tab.htm,Xiaoyun Yang,The Killers - Mr Brightside,,Website,learning,guitar,music,NULL,NULL
